,trigram,chi-sq
2377,"('instead', 'of', 'the')",25387.913336115842
2378,"('all', 'at', 'once')",25384.484613922225
2379,"('ray', 'of', 'light')",25376.70619770586
2380,"('not', 'meddle', 'with')",25358.692441630086
2381,"('his', 'mother', ""'s"")",25330.452925331123
2382,"('at', 'my', 'elbow')",25308.353505059364
2383,"('answer', 'this', 'question')",25306.13057577899
2384,"(""'"", 'clock', 'when')",25279.808564860938
2385,"('no', 'doubt', 'it')",25267.369144654618
2386,"('five', 'minute', 'I')",25243.113525095865
2387,"('ll', 'show', 'you')",25239.98125330739
2388,"('in', 'another', 'minute')",25225.694078341116
2389,"('seem', 'to', 'be')",25203.37084173036
2390,"('of', 'the', 'cliff')",25117.285239572124
2391,"('I', 'have', 'lost')",25101.167663679495
2392,"('a', 'hour', 'ago')",25092.516217450135
2393,"('the', 'same', 'way')",25074.385611341597
2394,"('of', 'the', 'room')",25055.15930316951
2395,"('hundred', 'and', 'twenty')",25010.49619763115
2396,"('form', 'of', 'speech')",24999.70360408203
2397,"('friend', 'at', 'home')",24993.696631436684
2398,"('seem', 'to', 'have')",24986.207186806605
2399,"('a', 'man', 'who')",24947.497890706858
2400,"('less', 'than', 'a')",24947.243893355102
2401,"('I', 'have', 'hear')",24933.943009068214
2402,"('I', 'have', 'hitherto')",24886.617932905432
2403,"('glimpse', 'of', 'the')",24882.694106834726
2404,"('of', 'the', 'mountain')",24876.05435890208
2405,"('no', 'doubt', 'have')",24875.45674532741
2406,"('front', 'of', 'the')",24871.55122389116
2407,"('at', 'once', 'into')",24823.390987793548
2408,"('of', 'the', 'sun')",24786.98303379963
2409,"('of', 'the', 'sea')",24772.238925835158
2410,"('I', 'can', 'scarcely')",24761.84048139323
2411,"('if', 'I', 'have')",24715.77979707476
2412,"('come', 'at', 'once')",24711.208855172925
2413,"('I', 'be', 'afray')",24704.253968877056
2414,"('mister', 'Marlowe', 'have')",24645.993696875445
2415,"('we', 'shall', 'see')",24637.308282537815
2416,"('of', 'the', 'first')",24609.925521795274
2417,"('in', 'the', 'centre')",24609.742024895044
2418,"('some', 'kind', 'of')",24587.005859141762
2419,"('in', 'the', 'darkness')",24580.901681975978
2420,"('among', 'the', 'tree')",24559.293516502312
2421,"('of', 'the', 'Kharsa')",24549.358571770103
2422,"('leave', 'the', 'room')",24540.492043492817
2423,"('sat', 'down', 'by')",24501.678671093017
2424,"('the', 'same', 'moment')",24473.173172061463
2425,"('no', 'doubt', 'he')",24416.47751911633
2426,"('sight', 'of', 'the')",24394.273724178373
2427,"('for', 'three', 'week')",24329.909111946516
2428,"('chill', 'the', 'air')",24293.178068143276
2429,"('if', 'you', 'want')",24285.582122643704
2430,"('I', 'wonder', 'what')",24275.902154306805
2431,"('of', 'the', 'other')",24261.3758807769
2432,"('fill', 'the', 'air')",24226.31689769328
2433,"('begin', 'to', 'talk')",24219.57322402318
2434,"('foot', 'of', 'the')",24197.42327966294
2435,"('no', 'doubt', 'be')",24188.112582388847
2436,"('in', 'the', 'door')",24181.5093710562
2437,"('contemplation', 'of', 'the')",24160.824411096717
2438,"('a', 'quarter', 'of')",24131.587179254693
2439,"('which', 'I', 'have')",24129.285871029675
2440,"('sat', 'down', 'to')",24111.30860420841
2441,"('I', 'shall', 'never')",24097.33533708397
2442,"('when', 'at', 'length')",24083.885926426396
2443,"('of', 'the', 'Berg')",24016.935668327536
2444,"('full', 'of', 'the')",23999.795453534964
2445,"('of', 'the', 'stair')",23982.406807867217
2446,"('of', 'the', 'air')",23978.443642948594
2447,"('no', 'doubt', 'and')",23965.615745957126
2448,"('be', 'such', 'fun')",23958.043896703522
2449,"('I', 'have', 'already')",23930.39648027384
2450,"('I', 'pick', 'up')",23922.533217107954
2451,"('a', 'little', 'girl')",23920.15220748255
2452,"('of', 'the', 'island')",23866.778436093926
2453,"('the', 'night', 'nursery')",23823.70257626028
2454,"('copy', 'of', 'the')",23777.545167742985
2455,"('piece', 'of', 'the')",23738.507629445245
2456,"('if', 'you', '')",23715.31590613918
2457,"('Adventure', 'of', 'the')",23697.577394733165
2458,"('in', 'the', 'room')",23686.740319350847
2459,"('tell', 'i', 'where')",23680.13221741561
2460,"('seem', 'to', 'i')",23674.503506228113
2461,"('try', 'to', 'escape')",23646.47826289428
2462,"('of', 'the', 'street')",23608.76816138376
2463,"('pass', 'through', 'the')",23571.73436582172
2464,"('I', 'be', 'sorry')",23569.738141530226
2465,"('I', 'have', 'chose')",23569.6916372659
2466,"('of', 'the', 'building')",23559.54398693962
2467,"('of', 'the', 'most')",23540.833273324544
2468,"('first', 'impulse', 'be')",23537.344320612334
2469,"('in', 'the', 'direction')",23534.26466194585
2470,"('we', 'shall', 'meet')",23527.85386792452
2471,"('outline', 'of', 'the')",23510.745738811773
2472,"('in', 'his', 'hand')",23506.875337251426
2473,"('the', 'fairy', 'land')",23483.695802557788
2474,"('Wind', 'of', 'the')",23453.252302091023
2475,"('sense', 'of', 'the')",23449.476757606964
2476,"('rim', 'of', 'the')",23443.041407889545
2477,"('in', 'the', 'evening')",23438.345671291085
2478,"('in', 'any', 'case')",23438.04502766875
2479,"('not', 'too', 'late')",23436.119041925645
2480,"('round', 'and', 'round')",23433.80696255649
2481,"('a', 'few', 'step')",23432.934084669432
2482,"('door', 'of', 'the')",23423.780952884244
2483,"('of', 'the', 'river')",23421.101991592037
2484,"('say', 'at', 'last')",23400.454241491872
2485,"('my', 'little', 'pupil')",23395.099546225356
2486,"('say', 'in', 'universal')",23388.570084278166
2487,"('of', 'the', 'best')",23382.929552511552
2488,"('occupant', 'of', 'the')",23338.438215239064
2489,"('of', 'the', 'sneer')",23332.726446856246
2490,"('of', 'the', 'Lhari')",23327.44507994501
2491,"('quarter', 'of', 'a')",23288.235046571335
2492,"('center', 'of', 'the')",23276.976000454473
2493,"('begin', 'to', 'stir')",23265.612558036893
2494,"('glance', 'at', 'the')",23265.359659620666
2495,"('I', 'have', 'forgote')",23259.234453996978
2496,"('of', 'the', 'Ya')",23235.133918229698
2497,"('the', 'Lhari', 'language')",23199.33628127914
2498,"('the', 'garden', 'party')",23184.971385588102
2499,"('his', 'father', ""'s"")",23173.80789010842
2500,"('view', 'of', 'the')",23165.29468148466
2501,"('of', 'the', 'ground')",23148.524367346956
2502,"('I', 'have', 'got')",23112.942185753087
2503,"('down', 'at', 'once')",23098.59188375888
2504,"('of', 'the', 'sky')",23049.253253340463
2505,"('a', 'very', 'nice')",23047.130704707553
2506,"('in', 'the', 'whole')",23045.70730400989
2507,"('down', 'the', 'street')",23034.975941942208
2508,"('remainder', 'of', 'the')",23030.51701617218
2509,"('of', 'the', 'god')",23028.185114474003
2510,"('and', 'pick', 'up')",23012.412058491478
2511,"('know', 'at', 'once')",23002.805250430036
2512,"('of', 'the', 'girl')",23001.71501372752
2513,"('below', 'the', 'surface')",23000.104788214343
2514,"('in', 'the', 'daytime')",22995.1294431433
2515,"('speciman', 'of', 'the')",22974.052745648565
2516,"('of', 'the', 'city')",22968.093615410387
2517,"('I', 'tell', 'you')",22960.985443176734
2518,"('of', 'the', 'table')",22955.19051483368
2519,"('of', 'the', 'middle')",22955.008773192207
2520,"('in', 'the', 'first')",22953.512647173233
2521,"('of', 'the', 'hotel')",22953.02020235633
2522,"('of', 'the', 'mill')",22945.066739287064
2523,"('just', 'as', 'well')",22932.581494599035
2524,"('in', 'the', 'hall')",22931.89864894513
2525,"('be', 'better', 'than')",22929.5149327756
2526,"('in', 'the', 'doorway')",22927.40797357122
2527,"('for', 'the', 'sake')",22926.015779736448
2528,"('centre', 'of', 'the')",22924.439184748702
2529,"('went', 'to', 'bed')",22895.920626093714
2530,"('on', 'the', 'same')",22885.983963827977
2531,"('of', 'the', 'grand')",22883.592414274914
2532,"('of', 'the', 'next')",22882.585506263953
2533,"('piece', 'of', 'rock')",22879.601568109934
2534,"('you', 'tell', 'i')",22870.19913502912
2535,"('of', 'the', 'wind')",22843.256575307045
2536,"('come', 'in', 'contact')",22835.39954123922
2537,"('you', 'know', 'what')",22832.93107882687
2538,"('give', 'lesson', 'in')",22828.47097249118
2539,"('neither', 'of', 'us')",22825.044751369624
2540,"('be', 'presend', 'at')",22819.771938931954
2541,"('of', 'the', 'British')",22816.72335208404
2542,"('version', 'of', 'the')",22813.547862346808
2543,"('if', 'you', 'like')",22805.552988971784
2544,"('of', 'the', 'lagoon')",22765.271112497816
2545,"('of', 'the', 'country')",22762.403179577243
2546,"('no', 'idea', 'how')",22760.276423217005
2547,"('in', 'the', 'shadow')",22759.668915579805
2548,"('of', 'the', 'tent')",22758.84958320001
2549,"('of', 'the', 'great')",22753.072212923344
2550,"('of', 'the', 'Square')",22748.573808933965
2551,"('sound', 'of', 'the')",22744.823282281122
2552,"('of', 'the', 'upper')",22742.51371207951
2553,"('owner', 'of', 'the')",22732.839708103023
2554,"('sign', 'of', 'the')",22730.426286234706
2555,"('how', 'many', 'time')",22724.28251232882
2556,"('possession', 'of', 'the')",22712.178178522518
2557,"('on', 'the', 'mat')",22699.61422802129
2558,"('of', 'the', 'fire')",22695.59865665097
2559,"('knowledge', 'of', 'the')",22695.596965534653
2560,"('of', 'the', 'floor')",22686.98136453696
2561,"('of', 'the', 'family')",22678.54756225632
2562,"('of', 'the', 'latter')",22672.505612238107
2563,"('of', 'the', 'road')",22662.721635847407
2564,"('weight', 'of', 'the')",22659.897121889033
2565,"('try', 'to', 'save')",22651.307426933614
2566,"('of', 'the', 'kitchen')",22643.69620397659
2567,"('in', 'the', 'neighborhood')",22624.189074018723
2568,"('of', 'the', 'crew')",22607.293381133284
2569,"('middle', 'bear', 'and')",22590.75325932367
2570,"('of', 'the', 'hill')",22589.497281347147
2571,"('of', 'the', 'town')",22563.01278609107
2572,"('as', 'if', 'you')",22552.071751535797
2573,"('of', 'the', 'Ana')",22546.576324784903
2574,"('Dimple', 'let', ""'s"")",22540.94473623163
2575,"('plenty', 'of', 'time')",22540.358879885815
2576,"('mile', 'a', 'hour')",22538.707299192007
2577,"('of', 'the', 'cave')",22532.452568523677
2578,"('lee', 'of', 'the')",22527.141365610423
2579,"('next', 'morning', 'I')",22526.813932892437
2580,"('when', 'I', 'have')",22524.012572875206
2581,"('rid', 'of', 'the')",22520.17145478785
2582,"('look', 'at', 'the')",22514.032214434126
2583,"('trace', 'of', 'the')",22500.034795476833
2584,"('like', 'well', 'enough')",22499.354506555122
2585,"('be', 'of', 'the')",22476.652807876915
2586,"('of', 'the', 'Agony')",22459.359903312165
2587,"('and', 'of', 'the')",22448.32968706066
2588,"('extremity', 'of', 'the')",22427.929701197107
2589,"('of', 'the', 'hôtel')",22427.262508449738
2590,"('of', 'the', 'old')",22411.203351563414
2591,"('of', 'the', 'sheriff')",22391.11997936673
2592,"('of', 'the', 'lhari')",22389.279651657747
2593,"('the', 'greater', 'part')",22382.411765196288
2594,"('bit', 'of', 'the')",22376.541227906586
2595,"('of', 'the', 'vicinity')",22370.84451885115
2596,"('little', 'as', 'possible')",22368.9655083755
2597,"(""'"", 'clock', 'this')",22361.134539126397
2598,"('of', 'the', 'spaceport')",22349.283624665248
2599,"('be', 'real', 'nice')",22346.71897730835
2600,"('of', 'the', 'Mozart')",22340.156376345916
2601,"('episode', 'of', 'the')",22333.858724642596
2602,"('of', 'the', 'king')",22327.2425533453
2603,"('of', 'the', 'five')",22326.114429707206
2604,"('of', 'the', 'child')",22323.730575793223
2605,"('as', 'if', 'she')",22323.71195483372
2606,"('grandeur', 'of', 'the')",22304.721989817743
2607,"('direction', 'of', 'the')",22294.738116773333
2608,"('of', 'the', 'Frog')",22294.552521685117
2609,"('of', 'the', 'night')",22294.30402011503
2610,"('account', 'of', 'the')",22293.167022626316
2611,"('shadow', 'of', 'the')",22286.036687404787
2612,"('be', 'so', 'glad')",22281.6066437759
2613,"('aware', 'of', 'the')",22269.34242806102
2614,"('tour', 'of', 'the')",22268.515517741504
2615,"('we', 'pass', 'through')",22262.152608722143
2616,"('depth', 'of', 'the')",22258.874639639213
2617,"('the', 'same', 'thing')",22257.258908345742
2618,"('gleam', 'of', 'the')",22255.920752898306
2619,"('of', 'the', 'captain')",22252.466214431715
2620,"('face', 'of', 'the')",22251.592048959796
2621,"('stare', 'at', 'i')",22233.282029553353
2622,"('of', 'the', 'community')",22224.402254908488
2623,"('of', 'the', 'suburb')",22222.845032642792
2624,"('idea', 'of', 'the')",22217.35805526662
2625,"('be', 'swept', 'away')",22212.09335854424
2626,"('he', 'at', 'once')",22207.683720747744
2627,"('development', 'of', 'the')",22203.44430338311
2628,"('of', 'the', 'Five')",22202.619899121484
2629,"('of', 'the', 'moon')",22201.423503918224
2630,"('of', 'the', 'hearth')",22193.250716116378
2631,"('on', 'his', 'shoulder')",22181.402739670873
2632,"('of', 'the', 'rock')",22177.28651571119
2633,"('of', 'the', 'atmosphere')",22176.673183171675
2634,"('of', 'the', 'scene')",22171.394353042317
2635,"('all', 'right', 'Bart')",22163.44088201467
2636,"('of', 'the', 'hall')",22160.87820811782
2637,"('I', 'have', 'not')",22159.890985589333
2638,"('of', 'the', 'Empty')",22156.227370200817
2639,"('of', 'the', 'universe')",22150.833459809895
2640,"('proof', 'of', 'the')",22138.051707760802
2641,"('of', 'the', 'wall')",22137.795519621563
2642,"('of', 'the', 'Roman')",22136.150906723455
2643,"('most', 'of', 'the')",22135.754551407932
2644,"('of', 'the', 'water')",22114.821229921137
2645,"('of', 'the', 'Sun')",22109.915321864602
2646,"('worthy', 'of', 'the')",22107.31132730505
2647,"('of', 'mister', 'Gundry')",22100.675868966922
2648,"('into', 'the', 'street')",22097.062635210757
2649,"('of', 'the', 'Carlton')",22095.571385097446
2650,"('away', 'from', 'home')",22094.619323236984
2651,"('state', 'of', 'the')",22092.76290447234
2652,"('none', 'of', 'the')",22073.953661675707
2653,"('history', 'of', 'the')",22067.929570232332
2654,"('of', 'the', 'pier')",22066.663598423842
2655,"('of', 'the', 'gully')",22059.7967437082
2656,"('of', 'the', 'fireplace')",22059.061462012327
2657,"('of', 'the', 'element')",22058.403394813115
2658,"('of', 'the', 'Lake')",22051.157314923046
2659,"('in', 'the', 'lobby')",22044.88712782277
2660,"('of', 'the', 'police')",22044.10995773483
2661,"('detail', 'of', 'the')",22041.288218452446
2662,"('of', 'the', 'tiger')",22036.959547488892
2663,"('in', 'the', 'dining')",22031.57600808597
2664,"('in', 'the', 'sunshine')",22028.957611461872
2665,"('of', 'the', 'Terran')",22025.989450058907
2666,"('of', 'the', 'highest')",22021.63365852425
2667,"('bank', 'of', 'the')",22017.743240281503
2668,"('ask', 'i', 'if')",22017.690685170837
2669,"('the', 'little', 'Orme')",22012.904628145592
2670,"('of', 'the', 'dining')",22007.9577533563
2671,"('of', 'the', 'previous')",22001.050542215416
2672,"('floor', 'of', 'the')",22001.007047523355
2673,"('slope', 'of', 'the')",21997.964146323233
2674,"('of', 'the', 'principal')",21996.854094641345
2675,"('influence', 'of', 'the')",21990.683887947118
2676,"('in', 'the', 'sky')",21990.35340394197
2677,"('of', 'the', 'tree')",21976.875859073625
2678,"('of', 'the', 'closet')",21975.80103436706
2679,"('quarter', 'of', 'the')",21969.055016720693
2680,"('at', 'once', 'he')",21967.934599382017
2681,"('of', 'the', 'garden')",21952.92599300145
2682,"('of', 'the', 'village')",21931.70843974378
2683,"('of', 'the', 'truth')",21930.614247320773
2684,"('of', 'the', 'law')",21927.911695849336
2685,"('of', 'the', 'district')",21922.84491794044
2686,"('story', 'of', 'the')",21913.691644962277
2687,"('of', 'the', 'day')",21910.252681771213
2688,"('aspect', 'of', 'the')",21905.772256557917
2689,"('of', 'the', 'valley')",21904.526253348122
2690,"('that', 'I', 'have')",21904.19806681709
2691,"('of', 'the', 'young')",21898.364591140496
2692,"('beginning', 'of', 'the')",21895.890974267146
2693,"('of', 'the', 'bed')",21894.24404670301
2694,"('of', 'the', 'ship')",21891.49987646787
2695,"('of', 'the', 'Staffordshire')",21881.46185152273
2696,"('movement', 'of', 'the')",21879.87362019428
2697,"('think', 'of', 'the')",21877.42349879885
2698,"('effect', 'of', 'the')",21873.31307663832
2699,"('notion', 'of', 'the')",21873.160320336232
2700,"('of', 'the', 'Countess')",21865.668788567753
2701,"('he', 'of', 'the')",21862.86168787622
2702,"('of', 'the', 'wood')",21855.108441543234
2703,"('of', 'the', 'posse')",21847.190816130755
2704,"('of', 'the', 'land')",21845.264809746346
2705,"('of', 'the', 'man')",21835.294242246924
2706,"('of', 'the', 'last')",21830.8638816698
2707,"('rear', 'of', 'the')",21825.703261463783
2708,"('of', 'the', 'geese')",21823.84541329688
2709,"('of', 'the', 'gate')",21820.659503344174
2710,"('flap', 'of', 'the')",21818.66337195811
2711,"('charge', 'of', 'the')",21814.766285453552
2712,"('of', 'the', 'field')",21812.79400985092
2713,"('conscious', 'of', 'the')",21800.138430330837
2714,"('heat', 'of', 'the')",21793.396614664187
2715,"('fear', 'of', 'the')",21788.92994392823
2716,"('point', 'of', 'the')",21779.27631739786
2717,"('of', 'the', 'pianumber')",21778.817704170247
2718,"('wall', 'of', 'the')",21773.631455696053
2719,"('of', 'the', 'little')",21772.051838874
2720,"('of', 'the', 'evening')",21761.355308955222
2721,"('gloom', 'of', 'the')",21760.7585600054
2722,"('of', 'the', 'way')",21758.914688715122
2723,"('of', 'the', 'Sawyer')",21755.885185260264
2724,"('of', 'the', 'galaxy')",21755.472745783212
2725,"('of', 'the', 'bank')",21750.3572357047
2726,"('but', 'I', 'have')",21741.104447866684
2727,"('creak', 'of', 'the')",21739.631751729743
2728,"('of', 'the', 'landscape')",21738.137089369306
2729,"('of', 'the', 'lawn')",21732.23667720842
2730,"('in', 'the', 'garden')",21729.48245401309
2731,"('light', 'of', 'the')",21727.588787436867
2732,"('speed', 'of', 'light')",21726.26589839696
2733,"('some', 'of', 'the')",21725.430110603702
2734,"('of', 'the', 'subject')",21723.13302336989
2735,"('beauty', 'of', 'the')",21720.366356579263
