,en,ru,fr,votes
2079,how,как,comment,1
2080,how,откуда,comment,1
2081,how,какой образ,comment,1
2082,how,насколько,comment,1
2083,how,как именно,comment,1
2084,drop,снижение,baisse,1
2085,drop,снижение,baisser,1
2086,drop,сокращение,baisse,1
2087,drop,сокращение,baisser,1
2088,drop,падение,baisse,1
2089,drop,спад,baisse,1
2090,drop,снижаться,baisser,1
2091,drop,падать,baisser,1
2092,seize,воспользоваться,saisir,1
2093,seize,использовать,saisir,1
2094,seize,схватить,saisir,1
2095,seize,конфисковать,saisir,1
2096,cup,чашка,tasse,1
2097,cup,чашечка,tasse,1
2098,cup,кружка,tasse,1
2099,cup,кофе,tasse,1
2100,cup,стакан,tasse,1
2101,wipe,вытереть,essuyer,1
2102,wipe away,no_equality,essuyer,1
2103,MOP,no_equality,essuyer,1
2104,vacuum,вакуум,vide,1
2105,vacuum,пустота,vide,1
2106,blank,пустой,vide,1
2107,blank,пусто,vide,1
2108,warmly,искренне,chaleureusement,1
2109,warmly,от весь душа,chaleureusement,1
2110,warmly,тепло,chaleureusement,1
2111,warmly,горячо,chaleureusement,1
2112,warm welcome,no_equality,chaleureusement,1
2113,lower,снижаться,baisser,1
2114,lower,опустить,baisser,1
2115,lower,понизить,baisser,1
2116,lower,снижение,baisser,1
2117,lower,сокращение,baisser,1
2118,decline,снижаться,baisser,1
2119,decline,сокращаться,baisser,1
2120,decline,сократиться,baisser,1
2121,decline,снижение,baisser,1
2122,decline,снижение,déclin,1
2123,decline,сокращение,baisser,1
2124,decline,сокращение,déclin,1
2125,decline,упадок,déclin,1
2126,decline,спад,déclin,1
2127,decline,падение,déclin,1
2128,decline,уменьшение,déclin,1
2129,decrease,снижаться,baisser,1
2130,decrease,сокращаться,baisser,1
2131,decrease,сократиться,baisser,1
2132,decrease,снижение,baisser,1
2133,decrease,сокращение,baisser,1
2134,cut,сокращение,baisser,1
2135,supplementary,дополнительный,additionnel,1
2136,perform,осуществлять,exercer,1
2137,perform,выполнять,exercer,1
2138,perform,заниматься,exercer,1
2139,perform,работать,exercer,1
2140,perform,выполнение,exercer,1
2141,practice,осуществлять,exercer,1
2142,practice,заниматься,exercer,1
2143,curriculum,no_equality,cursus,1
2144,curriculum,no_equality,curriculum,1
2145,curriculum,учебный план,programme,1
2146,curriculum,курс обучения,cursus,1
2147,curriculum,программа,programme,1
2148,curriculum,куррикулум,no_equality,1
2149,curriculum,расписание,programme,1
2150,curriculum,содержание образования,no_equality,1
2151,lack,не хватать,manquer,1
2152,humbly,смиренно,humblement,1
2153,drought,засуха,sécheresse,1
2154,dryness,no_equality,sécheresse,1
2155,room,комната,chambre,1
2156,room,палата,chambre,1
2157,room,номер,chambre,1
2158,guest room,no_equality,chambre,1
2159,fish,рыба,poisson,3
2160,fish,рыба,pêche,1
2161,fish,рыбка,poisson,2
2162,fish,Фиш,no_equality,1
2163,fish,рыбный,fish,1
2164,fish,рыбный,pêche,1
2165,fish,ловить рыбу,pêcher,1
2166,fish,удить,no_equality,1
2167,fish,выудить,no_equality,1
2168,fish,рыбина,poisson,1
2169,fish,улов,poisson,1
2170,fish,улов,pêche,1
2171,fish,рыболовство,pêche,1
2172,fish,рыбалка,pêche,1
2173,learn,узнать,apprendre,1
2174,learn,научиться,apprendre,1
2175,learn,научить,apprendre,1
2176,learn,учиться,apprendre,1
2177,learn,учить,apprendre,1
2178,learn,выучить,apprendre,1
2179,learn,узнавать,apprendre,1
2180,learn,изучать,apprendre,1
2181,learn,понять,apprendre,1
2182,learn,знать,apprendre,1
2183,learn,изучить,apprendre,1
2184,power,держава,puissance,1
2185,power,сила,puissance,1
2186,power,сила,pouvoir,1
2187,power,мощь,puissance,1
2188,power,мощность,puissance,1
2189,power,энергия,puissance,1
2190,power,власть,puissance,1
2191,power,власть,pouvoir,1
2192,power,могущество,puissance,1
2193,power,полномочие,pouvoir,1
2194,power,возможность,pouvoir,1
2195,power,право,pouvoir,1
2196,power,способность,pouvoir,1
2197,dance,танец,danse,2
2198,dance,танец,Dance,2
2199,dance,танец,dance,1
2200,dance,танец,bal,1
2201,dance,танцевать,danser,3
2202,dance,танцевать,dansant,1
2203,dance,потанцевать,danser,2
2204,dance,станцевать,danser,2
2205,dance,бал,bal,1
2206,dance,танцевальная музыка,no_equality,1
2207,dance,танцевальный вечер,soirée,1
2208,dance,танцевальное искусство,danse,1
2209,dance,танцулька,no_equality,1
2210,dance,хореография,chorégraphie,1
2211,dance,приплясывать,no_equality,1
2212,dance,хореографический,no_equality,1
2213,dance,плясовой,no_equality,1
2214,dance,плясать,danser,1
2215,dance,сплясать,danser,1
2216,dance,поплясать,danser,1
2217,goal,цель,but,1
2218,goal,задача,but,1
2219,goal,гол,but,1
2220,purpose,цель,but,1
2221,purpose,задача,but,1
2222,purpose,смысл,but,1
2223,purpose,предназначение,but,1
2224,purpose,назначение,but,1
2225,objective,цель,but,1
2226,objective,задача,but,1
2227,selection,отбор,sélection,1
2228,selection,выбор,sélection,1
2229,selection,подбор,sélection,1
2230,selection,выделение,sélection,1
2231,selection,избрание,sélection,1
2232,drill,no_equality,percer,1
2233,pierce,no_equality,percer,1
2234,boring,no_equality,percer,1
2235,order,приказать,ordonner,1
2236,order,предписывать,ordonner,1
2237,order,порядок,ordre,3
2238,order,приказ,ordre,3
2239,order,приказ,arrêté,1
2240,order,приказ,décision,1
2241,order,орден,ordre,3
2242,order,распоряжение,ordre,2
2243,order,последовательность,ordre,3
2244,order,ордер,ordre,2
2245,order,поручение,ordre,2
2246,order,заказать,commander,2
2247,order,заказывать,commander,3
2248,order,заказ,commande,1
2249,order,заказ,ordre,1
2250,order,строй,no_equality,1
2251,order,приказание,ordre,2
2252,order,приказывать,commander,2
2253,order,приказывать,ordonner,1
2254,order,упорядочить,no_equality,1
2255,order,строить,ordre,1
2256,order,наряд,ordre,1
2257,order,,ordre,1
2258,order,командовать,commander,1
2259,sport,спорт,sport,1
2260,sport,вид спорт,sport,1
2261,sports,спорт,sport,1
2262,prescribe,no_equality,prescrire,1
2263,leave,покинуть,quitter,1
2264,leave,покинуть,partir,1
2265,leave,покинуть,sortir,1
2266,leave,покидать,quitter,1
2267,leave,покидать,partir,1
2268,leave,бросить,quitter,1
2269,leave,оставить,quitter,1
2270,leave,бросать,quitter,1
2271,leave,оставлять,quitter,1
2272,leave,уходить,quitter,1
2273,leave,уходить,partir,1
2274,leave,уходить,sortir,1
2275,leave,уезжать,quitter,1
2276,leave,уезжать,partir,1
2277,leave,уйти,partir,1
2278,leave,уйти,sortir,1
2279,leave,уехать,partir,1
2280,leave,идти,partir,1
2281,leave,идти,sortir,1
2282,exit,покинуть,quitter,2
2283,exit,покинуть,sortir,1
2284,exit,выйти,quitter,3
2285,exit,выйти,sortir,2
2286,exit,уйти,sortir,1
2287,exit,выход,sortie,2
2288,exit,выход,issue,1
2289,exit,выход,retrait,1
2290,exit,выезд,sortie,2
2291,exit,выезд,départ,1
2292,exit,уход,retrait,1
2293,exit,уход,départ,1
2294,exit,уход,désengagement,1
2295,exit,уход,sortie,1
2296,exit,съезд,no_equality,1
2297,exit,съезд,sortie,1
2298,exit,свернуть,no_equality,1
2299,exit,выездной,no_equality,1
2300,exit,выходной,no_equality,1
2301,exit,поворот,sortie,1
2302,troop,отряд,troupe,1
2303,troupe,труппа,troupe,1
2304,expertise,опыт,expertise,3
2305,expertise,опыт,savoir-faire,1
2306,expertise,опыт,compétence,1
2307,expertise,опыт,expérience,1
2308,expertise,опыт,connaissances spécialisées,1
2309,expertise,экспертиза,expertise,2
2310,expertise,экспертиза,no_equality,1
2311,expertise,специалист,expertise,2
2312,expertise,компетентность,compétence,1
2313,expertise,мастерство,no_equality,1
2314,expertise,квалификация,no_equality,1
2315,expertise,квалификация,expertise,1
2316,expertise,экспертные знания,compétence,1
2317,expertise,эксперт,spécialiste,1
2318,expertise,эксперт,expertise,1
2319,expertise,профессионализм,no_equality,1
2320,expertise,экспертный потенциал,expertise,2
2321,expertise,экспертный потенциал,savoir-faire,1
2322,expertise,экспертный потенциал,connaissances spécialisées,1
2323,expertise,знание дела,maîtrise,1
2324,expertise,деловой опыт,expertise,1
2325,expertise,деловой опыт,compétence,1
2326,expertise,деловой опыт,expérience,1
2327,expertise,экспертный,compétence,1
2328,expertise,компетенция,expertise,1
2329,expertise,экспертный знание,expertise,1
2330,expertise,знание,expertise,1
2331,expertise,,expertise,1
2332,size,размер,taille,3
2333,size,размер,dimension,1
2334,size,размер,pointure,1
2335,size,рост,taille,3
2336,size,численность,taille,3
2337,size,численность,nombre,1
2338,size,численность,effectif,1
2339,size,масштаб,taille,2
2340,size,объём,taille,2
2341,size,формат,format,1
2342,size,формат,modèle,1
2343,size,емкость,taille,1
2344,size,диаметр,no_equality,1
2345,size,габариты,dimension,1
2346,size,крупность,no_equality,1
2347,size,кегль,no_equality,1
2348,size,разм,no_equality,1
2349,size,размерный,no_equality,1
2350,carved,no_equality,taillé,1
2351,context,контекст,contexte,1
2352,context,обстановка,contexte,1
2353,context,условие,contexte,1
2354,context,ситуация,contexte,1
2355,context,фон,contexte,1
