,ru,fr,en
2994,слегка,légèrement,mildly
2995,слегка,légèrement,slight
2996,слегка,légèrement,faintly
2997,слегка,légèrement,thinly
2998,слегка,doucement,slightly
2999,слегка,doucement,lightly
3000,слегка,doucement,mildly
3001,слегка,un peu,a little
3002,слегка,un peu,slightly
3003,слегка,un peu,a bit
3004,слегка,un peu,kind of
3005,слегка,un peu,kinda
3006,слегка,un peu,somewhat
3007,слегка,un peu,a tad
3008,слегка,un chouia,no_equality
3009,слегка,quelque peu,a little
3010,слегка,quelque peu,slightly
3011,слегка,quelque peu,a bit
3012,слегка,quelque peu,kind of
3013,слегка,quelque peu,kinda
3014,слегка,quelque peu,somewhat
3015,слегка,quelque peu,quite
3016,слегка,sur les bords,no_equality
3017,предельный,limite,no_equality
3018,предельный,marginal,no_equality
3019,предельный,extrême,utmost
3020,предельный,cas limite,no_equality
3021,предельный,angle limite,no_equality
3022,предельный,saturé,no_equality
3023,книгоиздательское дело,édition,no_equality
3024,гроб,cercueil,coffin
3025,гроб,cercueil,casket
3026,гроб,cercueil,box
3027,гроб,cercueil,tomb
3028,гроб,sépulcre,tomb
3029,гроб,sapin,no_equality
3030,дверь,porte,door
3031,дверь,porte,gate
3032,дверь,porte,doorway
3033,дверь,porte battante,no_equality
3034,дверь,porte palière,no_equality
3035,дверь,portail,door
3036,дверь,portail,gate
3037,дверь,portail,doorway
3038,одиночный,simple,single
3039,одиночный,unique,single
3040,одиночный,solitaire,solitary
3041,одиночный,isolé,single
3042,одиночный,isolé,solitary
3043,пустыня,désert,desert
3044,пустыня,désert,wasteland
3045,пустыня,désert,wilderness
3046,в одиночку,en solo,alone
3047,в одиночку,en solo,on your own
3048,в одиночку,en solo,by yourself
3049,в одиночку,en solo,on my own
3050,в одиночку,en solo,solo
3051,естественная тяга,tirage naturel,no_equality
3052,естественная тяга,air,no_equality
3053,читка,lecture,no_equality
3054,судебное ведомство,magistrature,judiciary
3055,посмотреть,regarder,see
3056,посмотреть,regarder,look
3057,посмотреть,regarder,view
3058,посмотреть,regarder,check
3059,посмотреть,regarder,face
3060,посмотреть,regarder,watch
3061,посмотреть,regarder,peek
3062,посмотреть,consulter,see
3063,посмотреть,consulter,look
3064,посмотреть,consulter,view
3065,посмотреть,consulter,check
3066,посмотреть,découvrir,see
3067,сильный,fort,strong
3068,сильный,fort,powerful
3069,сильный,fort,heavy
3070,сильный,fort,hard
3071,сильный,fort,intense
3072,сильный,solide,strong
3073,сильный,solide,stronger
3074,сильный,solide,tough
3075,сильный,grand,big
3076,сильный,grand,severe
3077,сильный,grand,huge
3078,сильный,sévère,hard
3079,сильный,sévère,tough
3080,сильный,sévère,severe
3081,сильный,violent,strong
3082,сильный,violent,severe
3083,сильный,violent,violent
3084,сильный,profond,strong
3085,сильный,profond,intense
3086,сильный,nerveux,no_equality
3087,дебиторская задолженность,créance,receivables
3088,дебиторская задолженность,créances,receivables
3089,дебиторская задолженность,créances,accounts receivable
3090,дебиторская задолженность,sommes à recevoir,receivables
3091,дебиторская задолженность,sommes à recevoir,accounts receivable
3092,дебиторская задолженность,avoir,no_equality
3093,традиционный завтрак,complet,no_equality
3094,чашечка,calice,cup
3095,чашечка,calice,calyx
3096,чашечка,cuvette,cup
3097,удочка,ligne,no_equality
3098,правосудие,justice,justice
3099,правосудие,justice,law
3100,правосудие,justice,judiciary
3101,установившийся,établi,established
3102,установившийся,établi,well-established
3103,установившийся,stationnaire,no_equality
3104,установившийся,reçu,no_equality
3105,уникальный,unique,unique
3106,уникальный,unique,one-of-a-kind
3107,уникальный,exceptionnel,unique
3108,уникальный,exceptionnel,exceptional
3109,уникальный,du siècle,no_equality
3110,умело,habilement,ably
3111,умело,habilement,skilfully
3112,умело,habilement,skillfully
3113,умело,habilement,expertly
3114,умело,habilement,capably
3115,умело,habilement,cleverly
3116,умело,habilement,skilful
3117,умело,habilement,skillful
3118,умело,avec habileté,ably
3119,умело,avec habileté,skilfully
3120,умело,avec habileté,skillfully
3121,умело,avec habileté,cleverly
3122,умело,intelligemment,cleverly
3123,умело,pratiquement,no_equality
3124,жульничество,arnaque,scam
3125,жульничество,arnaque,con
3126,жульничество,arnaque,hustle
3127,жульничество,arnaque,fraud
3128,жульничество,arnaque,racket
3129,жульничество,filouterie,fraud
3130,жульничество,vol,no_equality
3131,повестка,ordre du jour,agenda
3132,повестка,convocation,summons
3133,повестка,convocation,subpoena
3134,повестка,convocation,writ
3135,диаметр,diamètre,diameter
3136,диаметр,diamètre,diametre
3137,хвастовство,vantardise,bragging
3138,хвастовство,vantardise,boasting
3139,хвастовство,vantardise,bluster
3140,хвастовство,vantardise,brag
3141,пропустить,manquer,miss
3142,пропустить,manquer,skip
3143,пропустить,ignorer,skip
3144,пропустить,ignorer,leave out
3145,пропустить,ignorer,overlook
3146,пропустить,sauter,miss
3147,пропустить,sauter,skip
3148,пропустить,passer,pass
3149,пропустить,laisser passer,miss
3150,пропустить,laisser passer,pass
3151,пропустить,laisser passer,overlook
3152,пропустить,faire passer,no_equality
3153,пропустить,laisser entrer,no_equality
3154,пропустить,laisser échapper,no_equality
3155,пропустить,servir,no_equality
3156,пропустить,faire sauter,no_equality
3157,пропустить,ne pas remarquer,no_equality
3158,пропустить,se restaurer,no_equality
3159,пропустить,faire entrer,let
