,word,local_word,pos
10298,minivan,minivan,noun
10299,plagier,plagiarize,verb
10300,philanthrope,philanthropist,noun
10301,serviteur,servant,noun
10302,émincer,mince,noun
10303,émincer,chop,verb
10304,Alléluia,Hallelujah,noun
10305,pistolet,gun,noun
10306,monarque,monarch,noun
10307,pénombre,penumbra,noun
10308,pénombre,dim,verb
10309,pénombre,dim light,noun
10310,détonateur,detonator,noun
10311,fondamentalisme,fundamentalism,noun
10312,sceau,seal,noun
10313,coquet,coquettish,adjective
10314,coquet,Flirty,adjective
10315,synergie,synergy,noun
10316,télédiffusion,television broadcasting,noun
10317,subversif,subversive,adjective
10318,Dole,dole,noun
10319,chambre,room,noun
10320,chambre,guest room,noun
10321,irréalisable,impracticable,adjective
10322,onguent,ointment,noun
10323,multilatéral,multilateral,adjective
10324,dégivrage,defrost,verb
10325,dégivrage,defrosting,noun
10326,Hawk,hawk,noun
10327,conglomérat,conglomerate,noun
10328,brutalement,brutally,adverb
10329,pénitentiaire,penitentiary,noun
10330,lune,moon,noun
10331,lune,honeymoon,noun
10332,prologue,Prolog,noun
10333,sepsis,sepsis,noun
10334,neurobiologiste,neurobiologist,noun
10335,décalcomanie,decal,noun
10336,uniformément,evenly,adverb
10337,novateur,innovative,adjective
10338,Teresa,Teresa,noun
10339,Teresa,Theresa,noun
10340,acquéreur,purchaser,noun
10341,duché,Duchy,noun
10342,sceptre,sceptre,noun
10343,placer,place,verb
10344,US,us,noun
10345,interdisciplinaire,interdisciplinary,adjective
10346,routier,road,noun
10347,Psaume,Psalm,noun
10348,tapis,carpet,noun
10349,rubrique,topic,noun
10350,ecstasy,ecstasy,noun
10351,omelette,omelette,noun
10352,Léningrad,Leningrad,noun
10353,Léningrad,Leningrad region,noun
10354,Leningrad,Leningrad,noun
10355,nidification,nesting,noun
10356,nidification,nidification,noun
10357,Coventry,Coventry,noun
10358,poisson,fish,noun
10359,analogie,analogy,noun
10360,Timberlake,timberlake,noun
10361,engageant,engaging,adjective
10362,Challenger,challenger,noun
10363,stature,stature,noun
10364,réintégration,reinstatement,noun
10365,réintégration,reintegrate,verb
10366,réintégration,re-integration,noun
10367,aspirant,aspirant,noun
10368,aspirant,aspiring,noun
10369,apprendre,learn,verb
10370,magie,magic,noun
10371,Minerve,Minerva,noun
10372,implication,implication,noun
10373,rouge,red,noun
10374,Rolling,rolling,noun
10375,signaler,report,verb
10376,signaler,reported,adjective
10377,écoénergétique,energy-efficient,noun
10378,globalement,globally,adverb
10379,globalement,broadly,adverb
10380,placement,placement,noun
10381,pilotage,cockpit,noun
10382,morosité,gloom,noun
10383,agaçant,annoying,adjective
10384,souiller,soil,noun
10385,souiller,defile,verb
10386,souiller,stain,noun
10387,Patrick,Patrick,noun
10388,financer,fund,verb
10389,financer,funded,adjective
10390,visiter,visit,verb
10391,visiter,visiting,adjective
10392,Duffy,Duffy,noun
10393,marchandisation,marketization,noun
10394,tacticien,tactician,noun
10395,populairement,popularly,adverb
10396,pérégrinations,wandering,noun
10397,Venise,Venice,noun
10398,infinitésimal,infinitesimal,noun
10399,consentir,consent,noun
10400,Victoria,Victoria,noun
10401,Victoria,Victorian,noun
10402,couleur,color,noun
10405,interférence,interference,noun
10406,irrésolu,unresolved,adjective
10407,cameraman,cameraman,noun
10408,caméraman,cameraman,noun
10409,copilote,copilot,noun
10410,copilote,co-driver,noun
10411,puissance,power,noun
10412,déshumidifier,dehumidify,verb
10413,effronté,cheeky,noun
10414,blanchir,whiten,verb
10415,blanchir,whitewash,verb
10416,blanchir,whitening,noun
10417,blanchir,blanch,verb
10418,bureaucrate,bureaucrat,noun
10419,baignade,swim,noun
10420,baignade,swimming,noun
10421,baignade,bathing,noun
10422,laitue,lettuce,noun
10423,rediriger,redirect,verb
10424,rediriger,forward,noun
10425,entonnoir,funnel,noun
10426,clone,clone,noun
10427,hétérosexuel,heterosexual,noun
10428,prévision,forecast,noun
10429,prévision,predict,verb
10430,décisif,decisive,adjective
10431,décisif,decisively,adverb
10432,Huang,Huang,noun
10433,rejet,rejection,noun
10434,Alexis,Alexis,noun
10435,astringence,astringency,noun
10436,tourné,rotated,participle
10437,Jean,Jean,noun
10438,Jean,John,noun
10439,Mékong,Mekong,noun
10440,capture,capture,noun
10441,capture,screenshot,noun
10442,tombée,nightfall,noun
10443,tombée,dusk,noun
10444,tombée,after dark,adverb
10445,flexible,flexible,adjective
10446,autorisation,authorization,noun
10447,autorisation,permission,noun
10448,compliquer,complicate,noun
10449,compliquer,complicated,adjective
10450,compliquer,impede,verb
10451,inhumain,inhuman,adjective
10452,Lazarus,Lazarus,noun
10453,Carat,carat,noun
10454,défi,challenge,noun
10455,teigne,ringworm,noun
10456,dactylographe,typist,noun
10457,smoking,smoking,noun
10458,smoking,tuxedo,noun
10459,Nathan,Nathan,noun
10460,dépressurisation,depressurization,noun
10461,messager,messenger,noun
10462,Brock,Brock,noun
10463,tort,wrong,noun
10464,tonnelle,arbour,noun
10465,centaine,hundred,noun
10466,débattre,debate,verb
10467,débattre,discussion,noun
10468,épissure,splice,noun
10469,marauder,marauder,noun
10470,loam,loam,noun
10471,interopérable,interoperable,noun
10472,toit,roof,noun
10473,réprimer,suppress,verb
10474,réprimer,repress,verb
10475,réprimer,curb,noun
10476,réprimer,crush,noun
10477,Rothschild,Rothschild,noun
10478,Watergate,Watergate,noun
10479,amble,amble,noun
10480,unicité,uniqueness,noun
10481,nuisette,nightie,noun
10482,aérosol,aerosol,noun
10483,chimérique,chimerical,adjective
10484,bismuth,bismuth,noun
10485,Astragalus,astragalus,noun
10486,danse,dance,noun
10487,sédation,sedation,noun
10488,sédation,sedate,verb
10489,peine,trouble,noun
10490,Gibraltar,Gibraltar,noun
10491,professeur,professor,noun
10492,professeur,teacher,noun
10493,soigneusement,carefully,adverb
10494,terre,land,noun
10495,Max,max,noun
10496,improprement,improperly,adverb
10497,Srebrenica,Srebrenica,noun
10498,brancard,stretcher,noun
10499,abolition,abolition,noun
10500,Drachme,drachma,noun
10501,verdoyant,green,noun
10502,verdoyant,verdant,adjective
10503,verdoyant,leafy,adjective
10504,synchroniseur,synchronizer,noun
10505,polynôme,polynomial,noun
10506,Elliot,Elliot,noun
10507,Elliot,Elliott,noun
10508,Hindu,Hindu,noun
10509,endetté,in debt,adverb
10510,matérialiste,materialistic,adjective
10511,matérialiste,materialist,noun
10512,divin,divine,noun
10513,complice,accomplice,noun
10514,complice,complicit,adjective
10515,Brisbane,Brisbane,noun
10516,totalité,entire,noun
10517,totalité,totality,noun
10518,violeur,rapist,noun
10519,dot,dot,noun
10520,perfectionniste,perfectionist,noun
10521,pire,even worse,adjective
10522,pire,worst part,noun
10523,coulissant,slide,noun
10524,fonctionnement,operation,noun
10525,fonctionnement,functioning,noun
10526,fonctionnement,operating,adjective
10527,Prusse,Prussia,noun
10528,Prusse,Prussian,noun
10529,hygiène,hygiene,noun
10530,hygiène,hygienic,adjective
10531,traction,traction,noun
10532,traction,tensile,adjective
10533,utile,useful,adjective
10534,utile,worth,noun
10535,gigaoctet,Gigabyte,noun
10536,rectangle,rectangle,noun
10537,Yvonne,Yvonne,noun
10538,courtoisement,courteously,adverb
10539,finement,finely,adverb
10540,sarde,Sardinian,noun
10541,sarde,Sardinia,noun
10542,Win,win,verb
10546,maintien,maintain,verb
10547,maintien,maintenance,noun
10548,prune,plum,noun
10549,prune,prune,verb
10550,préopératoire,preoperative,noun
10551,préopératoire,pre-operative,adjective
10552,slang,slang,noun
10553,chauffe,heater,noun
10554,arguer,argue,verb
10555,chips,chip,noun
10556,pointeur,pointer,noun
10557,canicule,heat wave,noun
10558,canicule,heatwave,noun
10559,ballonnement,bloating,noun
10560,ballonnement,bloat,verb
10561,impétueux,impetuous,adjective
10562,impétueux,heady,adjective
10563,finir,finish,verb
10564,finir,finishing,noun
10565,ringard,corny,adjective
10566,ringard,cheesy,adjective
10567,Donovan,Donovan,noun
10568,surmener,overwork,verb
10569,néanmoins,however,adverb
10570,néanmoins,nevertheless,adverb
10571,Jonathan,Jonathan,noun
10572,fen,fen,noun
10573,Frankie,Frankie,noun
10574,coque,hull,noun
10575,aviser,notify,verb
10576,aviser,advised,adjective
10577,Doggie,doggie,noun
10578,cavitation,cavitation,noun
10579,joliment,beautifully,adverb
10580,pathogenèse,pathogenesis,noun
10581,scriptum,PostScript,noun
10582,scriptum,scriptum,noun
10583,coupe,cut,noun
10584,coupe,cup,noun
10585,coupe,trim,noun
10586,coupé,coupe,noun
10587,coupé,cut,noun
10588,Nixon,Nixon,noun
10589,assassiner,murder,noun
10590,assassiner,assassinate,verb
10591,indéterminé,indeterminate,adjective
10592,indéterminé,indefinite,adjective
10593,indéterminé,undetermined,noun
10594,hormone,hormone,noun
10595,microcosme,microcosm,noun
10596,vaporeux,wispy,adjective
10597,patio,patio,noun
10598,obtenir,get,verb
10599,obtenir,obtain,verb
10600,obtenir,achieve,verb
10601,ré,re,noun
10602,Bronson,Bronson,noun
10603,gymnastique,gymnastics,noun
10604,lacet,lace,noun
10605,fermenter,ferment,noun
10606,Fix,fix,verb
10607,lubrifier,lubricate,noun
10608,lubrifier,grease,verb
10609,diamétralement,diametrically,adverb
10610,trafic,traffic,noun
10611,collectionneur,collector,noun
10612,Rousse,redhead,noun
10613,Rousse,redheaded,adjective
10614,palefrenier,groom,noun
10615,raki,raki,noun
10616,tombe,tomb,noun
10617,tombe,fall,verb
10618,tombe,falls,noun
10619,incriminé,offending,participle
10620,auriculaire,auricular,noun
10621,auriculaire,pinky,noun
10622,élevage,livestock,noun
10623,différemment,differently,adverb
10624,hiéroglyphe,hieroglyph,noun
10625,accepteur,acceptor,noun
10626,redoutable,formidable,adjective
10627,redoutable,fearsome,adjective
10628,redoutable,dreaded,adjective
10629,redoutable,dreadful,noun
10630,redoutable,redoubtable,adjective
10631,bijoutier,jeweler,noun
10632,dalle,slab,noun
10633,Gdansk,Gdansk,noun
10634,poulpe,octopus,noun
10635,Seigneur,Lord,noun
10636,péroné,fibula,noun
10637,céleste,heavenly,noun
10638,céleste,in heaven,adverb
10639,supposé,supposed,participle
10640,hyperphagie,binge,noun
10641,hyperphagie,overeat,verb
10642,Ritz,Ritz,noun
10643,irrégulièrement,irregularly,adverb
10644,pur,pure,adjective
10645,pur,sheer,noun
10646,pur,purely,adverb
10647,individualité,individuality,noun
10648,digression,digression,noun
10649,paupière,eyelid,noun
10650,hôtel,hotel,noun
10651,réceptif,responsive,adjective
10652,corset,corset,noun
10653,filiale,subsidiary,noun
10654,filiale,affiliate,noun
10655,intercepteur,interceptor,noun
10656,saveur,flavor,noun
10657,boîtier,case,noun
10658,boîtier,enclosure,noun
10659,Regina,Regina,noun
10660,Régina,Regina,noun
10661,régresser,regress,verb
10662,marronnier,chestnut,noun
10663,marronnier,chestnut tree,noun
10664,fâché,angry,adjective
10665,Insurance,insurance,noun
10666,Siren,siren,noun
10667,Horst,Horst,noun
10668,tempéré,temperate,adjective
10669,tempéré,moderate,noun
10670,compresseur,compressor,noun
10671,fonder,found,verb
10672,fonder,ground,participle
10673,mammifère,mammal,noun
10674,traditionnel,traditional,adjective
10675,traditionnel,usual,noun
10676,Norma,Norma,noun
10677,soins,care,noun
10678,traçabilité,traceability,noun
10679,Tamise,Thames,noun
10680,Tamise,river Thames,noun
10681,rouille,blight,noun
10682,rodéo,rodeo,noun
10683,American,American,noun
10684,garou,werewolf,noun
10685,absolu,absolute,noun
10686,raser,shave,verb
10687,raser,shaving,noun
10688,raser,raze,verb
10689,enthousiasme,enthusiasm,noun
10690,Septime,Septimius,noun
10691,Resch,Resch,noun
10692,masque,mask,noun
10695,descripteur,descriptor,noun
10696,descripteur,file descriptor,noun
10697,Edmund,Edmund,noun
10698,danseur,dancer,noun
10699,déplaisir,displeasure,noun
10700,parcimonieux,parsimonious,adjective
10701,clic,click,noun
10702,décodage,decode,verb
10703,aussi,also,adverb
10704,barman,bartender,noun
10705,dégoûter,disgusting,adjective
10706,hypoglycémie,hypoglycemia,noun
10707,hypoglycémie,hypoglycaemia,noun
10708,hypoglycémie,hypoglycaemic,noun
10709,végétal,plant,noun
10710,végétal,vegetable,adjective
10711,végétal,vegetal,adjective
10712,végétal,vegetation,noun
10713,baraqué,hefty,adjective
10714,météo,weather,noun
10715,considérant,recital,noun
10716,résister,resist,verb
10717,préfigurer,foreshadow,verb
10718,rare,rare,adjective
10719,rare,unlikely,adjective
10720,rare,uncommon,adjective
10721,rare,rarely,adverb
10722,volumétrique,volumetric,adjective
10723,SGS,SGS,noun
10724,liane,liana,noun
10725,liane,liane,noun
10726,liane,creeper,noun
10727,Dennis,Dennis,noun
10728,Sylvia,Sylvia,noun
10729,Héraclès,Heracles,noun
10730,Héraclès,Herakles,noun
10731,homonyme,namesake,noun
10732,homonyme,homonym,noun
10733,filetage,thread,noun
10734,Buch,Buch,noun
10735,Lionel,Lionel,noun
10736,Humberto,Humberto,noun
10737,sélection,selection,noun
10738,impertinent,sassy,adjective
10739,impertinent,impertinent,adjective
10740,impertinent,saucy,adjective
10741,impertinent,cheeky,adjective
10742,lubrification,lubrication,noun
10743,lubrification,lubricate,noun
10744,armoire,wardrobe,noun
10745,heuristique,heuristic,adjective
10746,heuristique,heuristics,noun
10747,en,in,preposition
10748,Morgan,Morgan,noun
10749,grappin,grapple,noun
10750,Absalom,Absalom,noun
10751,dégagement,clearance,noun
10752,turboréacteur,turbojet,noun
10753,boucher,butcher,noun
10754,boucher,clog,verb
10755,encrasser,foul,verb
10756,Groenland,Greenland,noun
10757,Malacca,Malacca,noun
10758,morbide,morbid,adjective
10759,morbide,morbidly,adverb
10760,inceste,incest,noun
10761,Hippo,hippo,noun
10762,saintement,sacredly,adverb
10763,indûment,unduly,adverb
10764,sirène,mermaid,noun
10765,sirène,siren,noun
10766,Riyadh,Riyadh,noun
10767,frigorifique,reefer,noun
10768,frigorifique,cold store,noun
10769,mosquée,mosque,noun
10770,divergent,diverge,verb
10771,entrave,barrier,noun
10772,entrave,obstacle,noun
10773,entrave,unimpeded,adjective
10774,entrave,unhampered,participle
10775,renflouement,bailout,noun
10776,degré,degree,noun
10777,toiture,roof,noun
10778,immaturité,immaturity,noun
10779,bienfaisance,charity,noun
10780,bienfaisance,charitable,adjective
10781,plaie,wound,noun
10782,toscan,Tuscan,noun
10783,Neville,Neville,noun
10784,Wallaby,wallaby,noun
10785,rigidement,rigidly,adverb
10786,Emerson,Emerson,noun
10787,percer,drill,verb
10788,percer,pierce,verb
10789,percer,boring,noun
10790,ostensiblement,ostensibly,adverb
10791,ostensiblement,conspicuously,adverb
10792,ostensiblement,pointedly,adverb
10793,sombrer,sink,verb
10794,génomique,genomics,noun
10795,génomique,genomic,noun
10796,oubli,forget,verb
10797,oubli,oblivion,noun
10798,oubli,forgotten,noun
10799,symphonie,symphony,noun
10800,Morpheus,Morpheus,noun
10801,recoin,corner,noun
10802,recoin,recess,noun
10803,déviance,deviance,noun
10804,ordonner,order,verb
10805,omniprésent,ubiquitous,adjective
10806,social,social,noun
10807,magnéto,magneto,noun
10808,réglementer,regulated,noun
10809,réglementer,regulate,verb
10810,réglementer,regulatory,adjective
10811,sport,sport,noun
10812,sport,sports,adjective
10813,mince,thin,verb
10814,pharynx,pharynx,noun
10815,Tora,Torah,noun
10816,pelé,peeled,participle
10817,naufragé,shipwreck,noun
10818,naufragé,castaway,noun
10819,dominante,dominant,noun
10820,dominante,predominant,adjective
10821,dominante,prevailing,adjective
10822,Natal,hometown,noun
10823,brave,brave,noun
10824,passion,passion,noun
10825,Arafat,Arafat,noun
10826,nuisance,nuisance,noun
10827,affluence,inflow,noun
10828,affluence,affluence,noun
10829,bousculer,hustle,verb
10830,bousculer,jostle,verb
10831,bousculer,shove,verb
10832,Hadron,hadron,noun
10833,illuminateur,illuminator,noun
10834,renvoi,referral,noun
10835,Amirauté,Admiralty,noun
10836,excursionniste,excursionist,noun
10837,Damian,Damian,noun
10838,Julia,Julia,noun
10839,couler,flow,verb
10840,couler,flowing,adjective
10841,couler,run,verb
10842,couler,drip,noun
10843,couler,running,noun
10844,soie,silk,noun
10845,monstrueusement,monstrously,adverb
10846,accord,agreement,noun
10847,accord,agree,verb
10848,possibilité,possibility,noun
10849,possibilité,opportunity,noun
10850,passionnant,exciting,adjective
10851,Laird,laird,noun
10852,Soudan,Sudan,noun
10853,écurie,stable,noun
10854,écurie,Mews,noun
10855,sillon,furrow,noun
10856,sillon,groove,noun
10857,Margrave,Margrave,noun
10858,Marilyn,Marilyn,noun
10859,trahison,betrayal,noun
10860,Baron,baron,noun
10861,glissement,slip,noun
10862,glissement,slippage,noun
10863,amplifier,amplify,verb
10864,amplifier,boost,verb
10865,amplifier,expand,verb
10866,amplifier,exacerbate,adjective
10867,amplifier,reinforce,noun
10868,candide,candid,adjective
10869,locomotion,locomotion,noun
10870,désorganisation,disorganization,noun
10871,itinéraire,route,noun
10872,itinéraire,itinerary,adjective
10873,incongru,incongruous,adjective
10874,ligament,ligament,noun
10875,agréé,licensed,participle
10876,Slice,slice,noun
10877,Iberia,Iberia,noun
10878,adroit,skillful,noun
10879,adroit,skilled,adjective
10880,adroit,nifty,noun
10881,adroit,dexterous,adjective
10882,adroit,adroit,noun
10883,insouciant,carefree,adjective
10884,exprès,expressly,adverb
10885,mystérieux,mysterious,adjective
10886,mystérieux,secret,noun
10887,rebond,rebound,noun
10888,mob,BOM,noun
10889,animer,animate,verb
10890,animer,animated,adjective
10891,animer,enliven,verb
10892,érosion,erosion,noun
10893,charnel,carnal,adjective
10894,incarné,incarnate,noun
10895,incarné,embodied,participle
10896,incarné,ingrown,adjective
10897,Hetman,hetman,noun
10898,instantané,instant,noun
10899,instantané,instantaneous,adjective
10900,instantané,snapshot,noun
10901,pipi,pee,verb
10902,PA,PA,noun
