,bigram,chi-sq
2610,"('wife', ""'s"")",310.44530781501476
2611,"('not', 'and')",310.27970655494477
2612,"('he', '')",310.061569613451
2613,"('to', 'breathe')",309.9629469983712
2614,"('she', 'cry')",309.8834986364816
2615,"('perch', 'on')",309.8822992559118
2616,"('the', 'woman')",309.83293402594325
2617,"('Ingua', ""'s"")",309.4953799313237
2618,"('prefer', 'to')",309.46157574927736
2619,"('not', 'dare')",309.2019590242805
2620,"('find', 'he')",309.17871158931507
2621,"('I', 'b')",309.09169721134884
2622,"(""'"", 'shop')",308.9772161325119
2623,"('to', 'examine')",308.8395781766897
2624,"('to', 'amuse')",308.70324952840843
2625,"('ly', 'on')",308.69114738182327
2626,"('on', 'ly')",308.69114738182327
2627,"('my', 'grandfather')",308.6458365891545
2628,"('climb', 'into')",308.41479328693015
2629,"('a', 'chorus')",308.00453667197365
2630,"('well', 'I')",307.873868119696
2631,"('when', 'you')",307.7507479340288
2632,"('exchange', 'for')",307.4922553389194
2633,"('bring', 'i')",307.34402482570385
2634,"('suit', 'i')",307.1449797466997
2635,"('astonish', 'at')",307.01908397167324
2636,"('go', 'up')",306.99734059255644
2637,"('call', 'upon')",306.8977160946271
2638,"('three', 'girl')",306.88800352179516
2639,"('as', 'I')",306.7521776421525
2640,"('poor', 'people')",306.71089622357835
2641,"('from', 'harm')",306.6806200465517
2642,"('every', 'time')",306.5808993289596
2643,"('one', 'hand')",306.4603066273502
2644,"('so', 'we')",306.3699943572806
2645,"('right', 'arm')",306.2827206689654
2646,"('behind', 'he')",305.78404936610497
2647,"('it', 'must')",305.3639161201227
2648,"('Why', 'it')",305.2627695109783
2649,"('morning', 'when')",304.7230115414657
2650,"('the', 'Fog')",304.51047860766147
2651,"('down', 'here')",304.5026441515395
2652,"('during', 'this')",304.2234720653468
2653,"('she', 'said')",303.5871920444961
2654,"('good', 'day')",303.51071649505843
2655,"('to', 'death')",303.4593766084019
2656,"('on', 'my')",303.32708803167384
2657,"('my', 'people')",303.3114783691222
2658,"('a', 'sharp')",303.20438468857304
2659,"('agree', 'with')",302.9757662824486
2660,"('for', 'my')",302.80394502389515
2661,"('a', 'tiny')",302.6557937340062
2662,"('to', 'look')",302.46680657404147
2663,"('so', 'they')",302.2505317833435
2664,"('or', 'whatever')",302.1053263790876
2665,"('Land', 'of')",302.040656331672
2666,"('prepare', 'to')",301.9811282310771
2667,"('agree', 'to')",301.84867479662574
2668,"('in', 'to')",301.78628301383236
2669,"('the', 'principal')",301.5473297259192
2670,"('complain', 'of')",301.47124013889515
2671,"('the', 'Jaguar')",301.4618791046094
2672,"('the', 'nineteenth')",301.4618791046094
2673,"('the', 'outer')",301.4618791046094
2674,"('just', 'because')",301.2160080304951
2675,"('a', 'bad')",301.1706651171026
2676,"('carry', 'us')",301.119928798402
2677,"('with', 'such')",300.9842233428431
2678,"('to', 'Butterfield')",300.7994045818934
2679,"('block', 'of')",300.7303108202112
2680,"('shake', 'her')",300.6666673914496
2681,"('and', 'fro')",300.4285760604981
2682,"('their', 'life')",299.99994547503337
2683,"('will', 'send')",299.904106607733
2684,"('find', 'something')",299.8848347646086
2685,"('will', 'doubtless')",299.6914720408616
2686,"('I', 'prefer')",299.57827031956487
2687,"('walk', 'on')",299.4824759574436
2688,"('for', 'many')",299.21755037425885
2689,"('the', 'nursery')",299.0888110508194
2690,"('the', 'Ki-Ki')",299.04584515708274
2691,"('allow', 'to')",298.90099657843376
2692,"('the', 'south')",298.8022495185884
2693,"('hide', 'by')",298.02965722586674
2694,"('ran', 'back')",297.38567952246484
2695,"('from', 'Rego')",297.37746039922195
2696,"('lady', 'who')",297.37299032134143
2697,"('leg', 'and')",297.294656697637
2698,"('and', 'Corego')",297.0404769694537
2699,"('in', 'Oz')",297.0049612681895
2700,"('bark', 'at')",296.966298471749
2701,"('good', 'woman')",296.86024719895664
2702,"('ahead', 'of')",296.7580563725689
2703,"('necessary', 'to')",296.07145355872757
2704,"('do', 'something')",295.7114364053385
2705,"('seem', 'very')",295.56269379260084
2706,"('supply', 'of')",295.55042973570096
2707,"('a', 'strange')",295.348910660348
2708,"('to', 'bring')",295.14632907373283
2709,"('we', 'want')",294.6624581926488
2710,"(""'s"", 'got')",294.2380932579924
2711,"('surprise', 'at')",294.1726610309315
2712,"('for', 'they')",294.10027567960395
2713,"('as', 'ever')",293.5081538229734
2714,"('you', 'mother')",293.4343327507278
2715,"('have', 'decid')",293.36279022876363
2716,"('enquire', 'the')",293.27195935783703
2717,"('approach', 'the')",293.22580477254485
2718,"('the', 'alderman')",293.1162729580568
2719,"('indeed', 'answer')",292.8033218296971
2720,"('to', 'speak')",292.79463407495575
2721,"('select', 'a')",292.7800400082921
2722,"('be', 'force')",292.76481951215044
2723,"('many', 'thing')",292.6889427207361
2724,"('heave', 'a')",292.541434485693
2725,"('to', 'liberate')",292.3900511292882
2726,"('make', 'her')",292.3000140828868
2727,"('the', 'wood')",292.0044274411432
2728,"('the', 'high')",291.73313572258843
2729,"('the', 'grand')",291.5122901353056
2730,"('leave', 'i')",291.31816978715113
2731,"('see', 'her')",291.3024482653402
2732,"('for', 'you')",290.92480543146473
2733,"('dare', 'you')",290.88939850416904
2734,"('a', 'immense')",290.5179735953983
2735,"('Majesty', ""'s"")",290.17543216986195
2736,"('nothing', 'can')",290.05314316891304
2737,"('feel', 'like')",289.8213763355524
2738,"('around', 'her')",289.6384683007359
2739,"('king', 'of')",289.58970389992714
2740,"('deal', 'of')",289.5168667434101
2741,"('a', 'series')",289.4626717660969
2742,"('long', 'way')",289.46161804808844
2743,"('the', 'party')",289.15069790691945
2744,"('the', 'prisoner')",288.97707123213814
2745,"('pretty', 'good')",288.8968086502359
2746,"('care', 'to')",288.8599808480009
2747,"('the', 'war')",288.80807161323077
2748,"('fill', 'with')",288.71064304505296
2749,"('just', 'like')",288.6776401849911
2750,"('the', 'tube')",288.435595138282
2751,"('he', 'heard')",288.0341619688777
2752,"('which', 'seem')",287.93723897727415
2753,"('look', 'very')",287.7692271887753
2754,"('the', 'Awgwas')",287.73890989439036
2755,"('the', 'Knooks')",287.73890989439036
2756,"('the', 'Neverland')",287.5451914521343
2757,"('the', 'Shoemaker')",287.5451914521343
2758,"('the', 'revivalist')",287.5451914521343
2759,"('the', 'roadside')",287.5451914521343
2760,"('my', 'magic')",287.5062032682785
2761,"('so', 'bad')",287.4393964417696
2762,"('follow', 'i')",287.2158919613876
2763,"('laugh', 'again')",286.8720632381414
2764,"('much', 'please')",286.76219831114247
2765,"('her', 'new')",286.38173498316115
2766,"('very', 'far')",285.34004653559776
2767,"('went', 'to')",285.2557097944322
2768,"('a', 'real')",285.018369181804
2769,"('continue', 'to')",284.8365939423408
2770,"('his', 'voice')",284.77660021032165
2771,"('suspect', 'that')",284.33405111930625
2772,"('the', ""'"")",284.0802011883432
2773,"('I', 'feel')",283.8072705246473
2774,"('power', 'of')",283.4137495626272
2775,"('will', 'take')",283.4026568933832
2776,"('dear', 'friend')",283.2080874332596
2777,"('you', 'please')",282.86216593855204
2778,"('door', 'of')",282.5603841865542
2779,"('to', 'his')",282.3594133238622
2780,"('and', 'so')",282.17219034432924
2781,"('the', 'black')",281.899230200479
2782,"('admit', 'that')",281.85666462646697
2783,"('very', 'true')",281.68301417514925
2784,"('she', 'came')",281.65578159929555
2785,"('hard', 'at')",281.4735355605485
2786,"('down', 'the')",281.38174410538556
2787,"('Dorothy', 'yes')",281.2832819452562
2788,"('great', 'forest')",281.1544917262859
2789,"('score', 'of')",281.11539524455645
2790,"('the', 'hen')",280.7301441122687
2791,"('Rain', 'of')",280.58548124896726
2792,"('canopy', 'of')",280.58548124896726
2793,"('copy', 'of')",280.58548124896726
2794,"('you', 'ought')",280.2940370701724
2795,"('see', 'here')",280.22913223198844
2796,"('the', 'Tube')",280.0692839950897
2797,"('then', 'we')",279.6489808403238
2798,"('to', 'become')",279.5398512403164
2799,"('a', 'bargain')",279.3975077281297
2800,"('the', 'bank')",279.38836986024853
2801,"('that', 'it')",279.0943994312165
2802,"('who', 'wore')",278.4682209122435
2803,"('very', 'hard')",278.45745939113266
2804,"('the', 'police')",278.4299080811396
2805,"('be', 'awfully')",278.0815698837508
2806,"('on', 'this')",277.9670518831646
2807,"('the', 'redskin')",277.7708675175392
2808,"('knowledge', 'of')",277.61528512391953
2809,"('pretty', 'face')",277.39961161834924
2810,"('he', 'sent')",277.15925658295725
2811,"('the', 'grass')",277.10279922836924
2812,"('the', 'young')",276.40560876238914
2813,"('straight', 'up')",275.72346753758865
2814,"('ran', 'after')",275.6407782398116
2815,"('retort', 'the')",275.2813084149782
2816,"('that', 'lead')",275.1027498947214
2817,"('that', 'who')",274.9775797203096
2818,"('poor', 'boy')",274.9736000952612
2819,"('the', 'Mangaboo')",274.9170230353035
2820,"('the', 'monster')",274.82736921129657
2821,"('Bill', ""'s"")",274.8129193359362
2822,"('field', 'of')",274.8071794859509
2823,"('be', 'much')",274.57833703653057
2824,"('the', 'Soldier')",274.4804827057956
2825,"('quarter', 'of')",274.23755079525756
2826,"('with', 'us')",274.20676956818767
2827,"('ll', 'never')",274.08729822126486
2828,"('more', 'about')",274.04802506423334
2829,"('stay', 'at')",273.7637098897944
2830,"('in', 'such')",273.48204252542104
2831,"('still', 'more')",273.0172356965972
2832,"('Ruggedo', ""'s"")",272.8266871245526
2833,"('man', 'whose')",272.7455530112948
2834,"('own', 'way')",272.7260008766173
2835,"('lose', 'no')",272.72555433843917
2836,"('quick', 'as')",272.65525681204065
2837,"('expression', 'of')",272.44608318675404
2838,"('my', 'guest')",272.327093284894
2839,"('insist', 'that')",272.2237409425774
2840,"('have', 'just')",272.2210956888184
2841,"('will', 'allow')",272.2184371454067
2842,"('a', 'merry')",272.0310613527006
2843,"('habit', 'of')",272.01247079777914
2844,"('entrance', 'to')",271.8948724609016
2845,"('and', 'drew')",271.7033566496375
2846,"('say', 'Billina')",271.62915986492084
2847,"(""'s"", 'hand')",271.27080659577155
2848,"('slice', 'of')",271.1897393229155
2849,"('sat', 'in')",270.24049090852697
2850,"('will', 'rather')",269.9181817984749
2851,"(""'"", 'Tellwright')",269.6457955896471
2852,"('and', 'after')",269.52407767436864
2853,"('save', 'us')",269.3328521286114
2854,"('all', 'over')",269.278404039797
2855,"('he', 'find')",269.1445709299288
2856,"('best', 'thing')",268.94857870268197
2857,"('impossible', 'to')",268.59717311700325
2858,"('come', 'up')",268.37876922221966
2859,"('tone', 'of')",268.37360799835614
2860,"('not', 'quite')",268.13103634650116
2861,"('watch', 'the')",268.02810860902235
2862,"('speak', 'again')",267.8967967552853
2863,"('thousand', 'of')",267.8335790620013
2864,"('to', 'catch')",267.79248796751966
2865,"('out', 'into')",267.7684437757574
2866,"('long', 'before')",267.5869961667802
2867,"('be', 'useless')",267.4701868336215
2868,"('it', 'happen')",267.39837715264457
2869,"('there', '')",267.2712679607504
2870,"('a', 'mighty')",267.2028518158692
2871,"('will', 'prove')",267.18550665511987
2872,"('or', 'else')",266.7258103596375
2873,"('the', 'slightest')",266.6316526408284
2874,"('will', 'become')",266.49158342892815
2875,"('the', 'court')",266.43568363426516
2876,"('to', 'play')",266.40600826265535
2877,"('foot', 'again')",266.20934030403504
2878,"('this', 'word')",266.1702442099693
2879,"('when', 'suddenly')",266.1423269428574
2880,"('to', 'destroy')",266.120640513453
2881,"('where', 'the')",265.4788842255386
2882,"('the', 'cave')",265.25838168686295
2883,"('the', 'game')",265.25838168686295
2884,"('prospect', 'of')",265.18053514585034
2885,"('be', 'noth')",264.9560572459164
2886,"('to', 'solve')",264.93711440122973
2887,"('he', 'give')",264.9154228089108
2888,"('say', 'Kiki')",264.82158848405027
2889,"('within', 'the')",264.65665446333634
2890,"('she', 'sat')",264.6396345765657
2891,"('effort', 'to')",264.62777538588904
2892,"('down', 'into')",264.5829273640794
2893,"('what', 'else')",264.2816718022708
2894,"('the', 'opening')",264.04685071174504
2895,"('whenever', 'you')",263.86731652074565
2896,"('be', 'aware')",263.7164658428459
2897,"('who', 'know')",263.6777983824338
2898,"('can', 'talk')",263.2436003838591
2899,"('fat', 'little')",262.19450942561514
2900,"('gold', 'and')",262.0817655707299
2901,"('be', 'right')",262.03323743163304
2902,"('any', 'time')",261.9740514827775
2903,"('you', 'of')",261.89610304899827
2904,"('mean', 'of')",261.8957352757782
2905,"('of', 'rye')",261.8151019936034
2906,"('the', 'government')",261.70563951769986
2907,"('the', 'hedge')",261.51194471885225
2908,"('out', 'again')",261.3841457208053
2909,"('of', 'have')",261.34675216220734
2910,"('their', 'sword')",261.30683291153366
2911,"('cry', 'the')",261.2969744993889
2912,"('ruler', 'of')",261.17779810272
2913,"('and', 'take')",261.15157953110736
2914,"('thought', 'of')",261.0093964443561
2915,"('because', 'it')",261.0016984164015
2916,"('apply', 'to')",260.9959528622315
2917,"('out', 'o')",260.9217272082987
2918,"('May', 'I')",260.7000545715844
2919,"('the', 'plank')",260.5467052601793
2920,"('goat', ""'s"")",260.520988109023
2921,"('and', 'ran')",260.47339261675467
2922,"('a', 'pleasant')",260.27488538764646
2923,"('evidence', 'of')",260.0835493134211
2924,"('knew', 'what')",259.7405004231418
2925,"('call', 'i')",259.62409936124044
2926,"('her', 'seat')",259.4871836998544
2927,"('a', 'high')",259.23547675610166
2928,"('big', 'world')",258.81430647948247
2929,"('up', 'the')",258.7594473963641
2930,"('will', 'bring')",258.75822979644033
2931,"('the', 'maid')",258.7526539883497
2932,"('to', 'put')",258.68579692730765
2933,"('that', 'to')",258.66992103917215
2934,"('its', 'back')",258.5276130508514
2935,"('mind', 'say')",258.0793502629388
2936,"('stand', 'on')",257.95049917743466
2937,"('be', 'worth')",257.80609988398714
2938,"('be', 'certainly')",257.70544631341244
2939,"('last', 'year')",257.3125002501562
2940,"('view', 'of')",257.1044051735261
2941,"('so', 'often')",257.0875558382281
2942,"('with', 'eager')",256.35111147122177
2943,"('letter', 'from')",256.3177577913201
2944,"('the', 'Czarover')",256.18250389722203
2945,"('decide', 'that')",255.84963387239804
2946,"('fall', 'down')",255.6239772650619
2947,"('to', 'choose')",255.54619929879456
2948,"('hundred', 'of')",255.43877967390245
2949,"('a', 'young')",255.23071834464537
2950,"('last', 'time')",254.75974605523925
2951,"('every', 'night')",254.21216919909023
2952,"('be', 'I')",253.38053991046633
2953,"('lose', 'his')",253.3214628652825
2954,"('not', 'very')",253.30324076571932
2955,"('bring', 'they')",253.05732304235974
2956,"('while', 'I')",253.0248186847962
2957,"('anyone', 'can')",252.99774813106174
2959,"('no', 'sign')",252.98261671211492
2958,"('no', 'living')",252.98261671211492
2960,"('be', 'somewhat')",252.84010683855158
2961,"('enable', 'he')",252.81065086307382
2962,"('their', 'hand')",252.49886857490563
2963,"('the', 'tiger')",252.39743087949972
2964,"('together', 'and')",251.35455535656308
2965,"('the', 'twin')",251.14026962947312
2966,"('while', 'they')",251.06724638345202
2967,"('now', 'that')",251.055975327427
2968,"('no', 'less')",250.94138560511942
2970,"('suite', 'of')",250.84148002529565
2969,"('exclamation', 'of')",250.84148002529565
2971,"('have', 'slept')",250.74611541165638
2972,"('much', 'surprise')",250.70946666906514
2973,"('please', 'with')",250.6337327177563
2974,"('the', 'country')",250.59474801985772
2975,"('forest', 'where')",250.46085717387714
2976,"('can', 'only')",250.40922696575691
2977,"('come', 'into')",249.72965039767192
2978,"('their', 'adventure')",249.694748004039
2979,"('cause', 'by')",249.68335705445904
2980,"('between', 'the')",249.5144543543146
2981,"('hasten', 'to')",249.4724829165869
2982,"('send', 'for')",249.42788496690764
2983,"('to', 'marry')",249.18536845460005
2984,"('examin', 'the')",249.16299729618999
2985,"('the', 'sheep')",249.16299729618999
2986,"('their', 'face')",249.1450323260076
2987,"('little', 'friend')",248.9793750131121
2988,"('will', 'find')",248.66035072161674
2989,"('only', 'half')",248.65390885237974
2990,"('endeavor', 'to')",248.54147444283623
2991,"('to', 'explore')",248.54147444283623
2992,"('to', 'learn')",248.4634900622769
2993,"('to', 'guide')",248.28658696496348
2994,"(""'I"", '')",247.84934033373705
2995,"('answer', 'Dorothy')",247.79616929667006
2996,"('my', 'head')",247.71150780637382
2997,"('keep', 'away')",247.30158997066303
2998,"('the', 'result')",246.97326405142564
2999,"('up', 'to')",246.95502596733888
3000,"('careful', 'not')",246.9542973946861
3001,"('a', 'flash')",246.94985161215243
3002,"('a', 'beautiful')",246.83515082450762
3003,"('destin', 'to')",246.79364333581276
3004,"('fall', 'on')",246.6366544786104
3005,"('little', 'way')",246.57163774148435
3006,"('this', 'country')",246.42698024513166
3007,"('be', 'absolutely')",246.27346122815948
3008,"('since', 'you')",246.22055192988745
