,word,local_word,pos,examples,local_examples,examples_and_definitions
561,benefit,благо,noun,material benefit|free benefit|joint benefit|,материальные блага | бесплатные блага | коллективные блага | ,material benefit|free benefit|joint benefit|goods | blessing | boon | welfare | wealth | good | good cause | common | 
562,benefit,прибыль,noun,net benefit|huge benefit|,чистая прибыль | огромную прибыль | ,net benefit|huge benefit|profit | return | gain | income | revenue | earning | yield | 
563,benefit,выплата,noun,social insurance benefit|monetary benefit|,выплаты по социальному страхованию | денежные выплаты | ,social insurance benefit|monetary benefit|payment | pay | payout | payoff | disbursement | slot | multispin | transfer | 
564,benefit,выиграть,verb,empty_cell,empty_cell,win | win | gain | beat | 
565,benefit,принести пользу,verb,empty_cell,empty_cell,empty_cell
566,benefit,извлечь выгоду,verb,empty_cell,empty_cell,empty_cell
567,benefit,выигрывать,verb,empty_cell,empty_cell,win | gain | win | 
568,benefit,извлекать выгоду,verb,empty_cell,empty_cell,empty_cell
569,benefit,приносить пользу,verb,empty_cell,empty_cell,empty_cell
570,benefit,извлечь пользу,verb,empty_cell,empty_cell,empty_cell
571,benefit,получать выгоду,verb,empty_cell,empty_cell,empty_cell
572,benefit,получить выгоду,verb,empty_cell,empty_cell,empty_cell
573,intelligent,умный,adj,most intelligent|,самый умный | ,most intelligent|smart | clever | bright | wise | 
574,intelligent,интеллектуальный,adj,empty_cell,empty_cell,intellectual | smart | mental | 
575,intelligent,разумный,adj,empty_cell,empty_cell,reasonable | sensible | sound | smart | rational | wise | prudent | meaningful | 
576,intelligent,интеллигентный,adj,empty_cell,empty_cell,empty_cell
577,intelligent,грамотный,adj,empty_cell,empty_cell,literate | competent | educated | well-informed | 
578,follow,следовать,verb,to follow the on-screen instructions|to follow the instructions|to follow the signs|to follow the rules|,следовать инструкциям на экране | следовать инструкциям | следовать указателям | следовать правилам | ,to follow the on-screen instructions|to follow the instructions|to follow the signs|to follow the rules|pursue | have to | 
579,follow,последовать,verb,to follow suit|to follow the troop deployment|to follow that advice|,последовать этому примеру | последовать рассредоточению войск | последовать этому совету | ,to follow suit|to follow the troop deployment|to follow that advice|embrace | ensue | result | emulate | 
580,follow,соблюдать,verb,to follow any comments|to follow any comments here|,соблюдать все комментарии | соблюдать все комментарии здесь | ,to follow any comments|to follow any comments here|observe | respect | obey | honor | enforce | uphold | practice | adhere | 
581,follow,следить,verb,to follow our news|to follow my cards|,следить за нашими новостями | следить за картами | ,to follow our news|to follow my cards|watch | monitor | track | care | watch out | maintain | keep track of | 
582,follow,придерживаться,verb,to follow policy|,придерживаться политики | ,to follow policy|hold | maintain | pursue | embrace | favor | obey | uphold | 
583,follow,выполнить,verb,empty_cell,empty_cell,perform | do | fulfill | meet | execute | complete | accomplish | carry out | implement | 
584,follow,идти,verb,empty_cell,empty_cell,go | come | walk | go | move | keep | run | walk | 
585,follow,вытекать,verb,to follow from inequality|,вытекать из неравенства | ,to follow from inequality|derive | result | arise | stem | 
586,follow,предшествовать,verb,empty_cell,empty_cell,precede | predate | 
587,follow up,проконсультироваться,verb,empty_cell,empty_cell,consult | 
588,journey,путешествие,noun,fascinating journey|musical journey|vagina journey|continuous journey|,захватывающее путешествие | музыкальное путешествие | путешествие вагины | непрерывное путешествие | ,fascinating journey|musical journey|vagina journey|continuous journey|travel | trip | voyage | tour | 
589,journey,путь,noun,life journey|long journey|journey of suffering|long journey of suffering|,жизненный путь | долгий путь | путь страданий | долгий путь страданий | ,life journey|long journey|journey of suffering|long journey of suffering|way | path | road | route | track | 
590,journey,поездка,noun,rail journey|,железнодорожная поездка | ,rail journey|trip | travel | drive | visit | ride | tour | traveler | 
591,news,новость,noun,good news|bad news|weekly news|international news|,хорошая новость | плохая новость | Еженедельные новости | международную новость | ,good news|bad news|weekly news|international news|
592,news,ньюз,noun,empty_cell,empty_cell,News added | news report | 
593,news,известие,noun,welcome news|,долгожданное известие | ,welcome news|lime | proceeding | 
594,news,Ньюз,noun,news international|,Ньюз интернэшнл | ,news international|
